os_name,os_family,vendor,os_generation,device_type,ttl,window_size,df_flag,tcp_options,ip_id_sequence,icmp_response
"Cisco C860, C880, or 2821 router (IOS 12.4 - 15.0)",IOS,Cisco,12.X,router,251,4128,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M218%O5=M5B4%O6=M5B4,,0
Cisco C870 router (IOS 12.4),IOS,Cisco,12.X,router,251,65340,0,O1=T11LL|M5A8SNNW2NT11LLLLLL%O2=T11LL|M578SNNW2NT11LLLLLL%O3=T11LL|M280W2NT11LLLLS|M280W2NT11LLLLLL%,,0
Cisco IOS 12.2,IOS,Cisco,12.X,router,56,32768,0,O1=M5B4W0L%O2=M578W0L%O3=M280W0L%O4=M218W0L%O5=M218W0L%O6=M109,constant,0
Cisco IOS 12.4 or IOS-XE 15.0 - 16.12,IOS,Cisco,12.X,router,247,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco DOCSIS cable modem termination server (IOS 12.1),IOS,Cisco,12.X,specialized,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco 2500 or 2924XL switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
Cisco 2900-series or 3700-series switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
Cisco 2900-series switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M22C%O2=M22C%O3=M22C%O4=M22C%O5=M22C%O6=M22C,constant,0
Cisco 2900XL switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M22CSLL%O2=M22CSLL%O3=M22CSLL%O4=M22CSLL%O5=M22CSLL%O6=M22CSLL,constant,0
"Cisco 2924M XL, 2950, or 3500XL switch (IOS 12.0)",IOS,Cisco,12.X,switch,250,4128,0,O1=M22C%O2=M22C%O3=M22C%O4=M22C%O5=M22C%O6=M22C,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4LLNN%O2=M578LLNN%O3=M280LLNN%O4=M218LLNN%O5=M218LLNN%O6=M109LLNL|M109LLNN|M109NNLL,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,251,4128,0,O1=M5B4LLLL%O2=M578LLNN%O3=M280LLNN%O4=M218LLLN%O6=M109LLNN,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M218LLLL|M218LLLN|M218LLNL|M218LLNN|M218LNLL|M218NLLL|M218NLLN|M218NLNL|M218NNLL%O2=M218LLLL|M218,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4LLLL%O2=M578LLLL%O3=M280LLLL|M280LLNN%O4=M218LLLL%O5=M218LLLL|M218LLNN%O6=M109LLLL,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4LLLL|M5B4LLNL%O2=M578LLLN|M578LLNL%O3=M280LLLL|M280LLLN|M280LLNL%O4=M218LLLN|M218LLNL|M218NLL,constant,0
Cisco 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M218LLLN|M218LLNL%O2=M218LLLN|M218LLNL%O3=|M218LLLN|M218LLNL%O4=|M218LLLN|M218LLNL%O5=|M218LLLN|M,constant,0
"Cisco 2950, 2960, 3000-series, 4510R, 6000-series, or 6500-series switch (IOS 12.1 or 12.2)",IOS,Cisco,12.X,switch,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
"Cisco 2950, 2960, 3550, 3560, 3750, or 4500 switch or 6500 router (IOS 12.1 - 15.0); or Adaptive Security Appliance firewall",IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
"Cisco 2950, 2960, 3550, 3560, or 3750 switch (IOS 12.1 - 12.2)",IOS,Cisco,12.X,switch,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 2960 or 3650 switch,IOS,Cisco,12.X,switch,250,4128,1,O1=M564%O2=M564%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,1,O1=M5B4%O2=M56A%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M558%O2=M558%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3500 XL switch,IOS,Cisco,12.X,switch,251,,0,R=N,constant,0
Cisco 3500-series switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
Cisco 3550 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3550 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3550 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M564%O2=M564%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3560 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco 3560G switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco 3750 or 6500 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3750 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
Cisco 6509 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 880 router (IOS 15.0) or 3750 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,0,O1=M564%O2=M564%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco C2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M564%O2=M564%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco C3500-series switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco C3560 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,1460,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
"Cisco Catalyst 1900, 2820, 2960, 3560, 3750, 4500, or 6513 switch (IOS 12.2)",IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 2900-series or 3500-series switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 2900XL or 3500XL switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M22C%O2=M22C%O3=M22C%O4=M22C%O5=M22C%O6=M22C,constant,0
Cisco Catalyst 2912 switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M22C%O2=M22C%O3=M22C%O4=M22C%O5=M22C%O6=M22C,constant,0
Cisco Catalyst 2912 switch (IOS 12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M22C%O2=M22C%O3=M22C%O4=M22C%O5=M22C%O6=M22C,constant,0
Cisco Catalyst 2950 switch,IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4LLLL|M5B4LLNL%O2=M578LLLL|M578LLNL%O3=M280LLLL|M280LLNL%O4=M218LLLL|M218LLNL|M218NLLL%O5=M218,constant,0
Cisco Catalyst 2950 switch (IOS 12.1),IOS,Cisco,12.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 2950-series switch,IOS,Cisco,12.X,switch,250,4128,0,O1=%O2=M578LLLN%O3=M280LLLN%O4=%O5=M218LLLN%O6=M109LLLL,constant,0
Cisco Catalyst 2960 or 3600 switch (IOS 12.3),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
Cisco Catalyst 2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5A8SNNT11LL%O2=M578SNNT11LL%O3=|M280SNNLLLLLLLL|M280SNNNLLLLLLL%O4=M218SNNT11LL%O5=M218SNNT11LL%,,0
Cisco Catalyst 2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4SNNT11LL%O2=M578SNNT11LL%O3=M280SNNLLLLLLLL%O4=M218SNNT11LL%O5=M218SNNT11LL%O6=M109SNNT11LL,,0
Cisco Catalyst 2960 switch (IOS 12.2),IOS,Cisco,12.X,switch,251,4128,1,O1=M550%O2=M550%O3=M280%O4=M218%O5=M218%O6=M109,,0
"Cisco Catalyst 2960, 3550, or 3560 switch (IOS 12.2)",IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
"Cisco Catalyst 2960, 3560, or 6500 switch (IOS 12.2)",IOS,Cisco,12.X,switch,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 3500 XL-series switch (12.0),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
Cisco Catalyst 3500-series switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 3500-series switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5A8T11LL%O2=M578T11LL%O3=M280T11LL%O4=M218T11LL%O5=M218T11LL%O6=M109T11LL,,0
Cisco Catalyst 3550 switch (IOS 12.1),IOS,Cisco,12.X,switch,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco Catalyst 3550 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 3560 or 6500-series switch (IOS 12.1 - 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 6509 switch (IOS 12.2),IOS,Cisco,12.X,switch,56,32768,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 6509-E switch (IOS 12.2),IOS,Cisco,12.X,switch,59,32768,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 8510MSR switch (IOS 12.0),IOS,Cisco,12.X,switch,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,constant,0
Cisco Catalyst Blade Switch 3020 (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,1,O1=M514%O2=M514%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst Express 500 or 520 switch,IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
Cisco Catalyst Express 500 switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco Catalyst switch (IOS 12.2),IOS,Cisco,12.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 1131AG WAP (IOS 12.3),IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco Aironet 1130 WAP (IOS 12.4),IOS,Cisco,12.X,WAP,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 1141N (IOS 12.4) or 3602I (IOS 15.3) WAP,IOS,Cisco,12.X,WAP,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 1200 WAP (IOS 12.3),IOS,Cisco,12.X,WAP,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 1200-series WAP router (IOS 12.3 - 12.4),IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 1231G WAP (IOS 12.3),IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
"Cisco Aironet 1240AG WAP, C2600 or C2800 router, or C3560 switch (IOS 12.2 - 12.4)",IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 1250 WAP (IOS 12.4) or IOS XE,IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
"Cisco Aironet 350, 1100, 1200, or 1131AG WAP; or Cisco 2600 router (IOS 12.3)",IOS,Cisco,12.X,WAP,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,constant,0
"Cisco AS5350 VoIP gateway, or Aironet 1200, 1230, or 1240-series WAP (IOS 12.3)",IOS,Cisco,12.X,WAP,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,constant,0
Cisco 1900-series router (IOS 15.4),IOS,Cisco,15.X,router,251,4128,0,O1=M564%O2=M564%O3=M564%O4=M218%O5=M564%O6=M564,,0
Cisco 1921 router (IOS 15.1),IOS,Cisco,15.X,router,251,65535,0,O1=M5B4SNNW1LLLS|M5B4SNNW1LLLLL%O2=M578SNNW1LLLS|M578SNNW1LLSL|M578SNNW1LW5N|M578SNNW1LLLLL%O3=|M280,,0
Cisco 2811 router (IOS 15.1),IOS,Cisco,15.X,router,251,4128,0,O1=M5B4SLL%O2=M578SLL%O3=M280%O4=M218SLL%O5=M218SLL%O6=M109SLL,,0
Cisco 880 router (IOS 15.1),IOS,Cisco,15.X,router,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,,0
Cisco 887 router (IOS 15.1),IOS,Cisco,15.X,router,251,4128,0,O1=M5B4SNNT11LL%O2=M5B4SNNT11LL%O3=M5B4T11LL%O4=M218SNNT11LL%O5=M5B4SNNT11LL%O6=M5B4SNNT11LL,,0
Cisco C7200 router (IOS 15),IOS,Cisco,15.X,router,125,17520,0,O1=M5B4NW0NNT00NNS%O2=M5B4NW0NNT00NNS%O3=M5B4NW0NNT00%O4=M5B4NW0NNT00NNS%O5=M5B4NW0NNT00NNS%O6=M5B4N,incremental,0
Cisco C7200 router (IOS 15.2),IOS,Cisco,15.X,router,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco C860 router (IOS 15.2),IOS,Cisco,15.X,router,251,4128,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,,0
Cisco IOS 15,IOS,Cisco,15.X,router,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco IOS 15.2 - 15.5,IOS,Cisco,15.X,router,251,4128,0,O1=M5B4SNNT11LL%O2=M578SNNT11LL%O3=M280T11LL%O4=M218SNNT11LL%O5=M218SNNT11LL%O6=M109SNNT11LL,,0
Cisco IOS 15.2 - 15.8,IOS,Cisco,15.X,router,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco IOS 15.5,IOS,Cisco,15.X,router,251,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,,0
Cisco IOS 15.9,IOS,Cisco,15.X,router,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 2960 switch (IOS 15.2),IOS,Cisco,15.X,switch,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco Catalyst 3500-series switch (IOS 15.2),IOS,Cisco,15.X,switch,250,4128,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M109,,0
Cisco Aironet 2600-series WAP (IOS 15.2(2)),IOS,Cisco,15.X,WAP,250,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco 3560-X switch,IOS,Cisco,,switch,251,4128,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco IOS-XE 16.11,IOS-XE,Cisco,16.X,router,251,4128,0,O1=M54D%O2=M54D%O3=M280%O4=M218%O5=M218%O6=M109,,0
Cisco MDS 9509 switch (NX-OS 4.2),NX-OS,Cisco,4.X,switch,59,5792,0,O1=M564ST11NW6%O2=M564ST11NW6%O3=M564NNT11NW6%O4=M564ST11NW6%O5=M564ST11NW6%O6=M564ST11,incremental,0
Cisco Nexus 5010 switch (NX-OS 4.1),NX-OS,Cisco,4.X,switch,59,17204,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco Nexus 7000 switch (NX-OS 4.2(4)),NX-OS,Cisco,4.X,switch,59,40480,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000 switch (NX-OS 4.2.6),NX-OS,Cisco,4.X,switch,59,17204,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000-series switch (NX-OS 4.0(1a)),NX-OS,Cisco,4.X,switch,60,24288,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco Nexus 7010 switch (NX-OS 4.0(4)),NX-OS,Cisco,4.X,switch,60,18216,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco Nexus 7010 switch (NX-OS 4.2(1)),NX-OS,Cisco,4.X,switch,60,17204,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,,0
Cisco NX-OS 4.0(1a)N1(1),NX-OS,Cisco,4.X,switch,60,41492,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco Nexus 5548 switch (NX-OS 5.2),NX-OS,Cisco,5.X,switch,59,24560,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 5548P switch (NX-OS 5.1),NX-OS,Cisco,5.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000 switch (NX-OS 5.2(4)),NX-OS,Cisco,5.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7010 switch (NX-OS 5),NX-OS,Cisco,5.X,switch,59,18564,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7010 switch (NX-OS 5.1(2)),NX-OS,Cisco,5.X,switch,59,42840,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 5 or 6.0(2)),NX-OS,Cisco,5.X,switch,59,17192,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 5),NX-OS,Cisco,5.X,switch,60,41412,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 5.0),NX-OS,Cisco,5.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 5.1(3)),NX-OS,Cisco,5.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 5.1(3)),NX-OS,Cisco,5.X,switch,59,48552,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco NX-OS 5.2,NX-OS,Cisco,5.X,switch,59,18420,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 3000 switch (NX-OS 6),NX-OS,Cisco,6.X,switch,59,18420,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000 switch (NX-OS 6.0),NX-OS,Cisco,6.X,switch,59,65535,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000 switch (NX-OS 6.2.8),NX-OS,Cisco,6.X,switch,59,24560,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus 7000-series switch (NX-OS 6.1(2)),NX-OS,Cisco,6.X,switch,60,65535,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 6),NX-OS,Cisco,6.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 6.0(2)),NX-OS,Cisco,6.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 6.2),NX-OS,Cisco,6.X,switch,59,18420,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M23D8NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 6.2),NX-OS,Cisco,6.X,switch,59,65535,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,,0
Cisco NX-OS 6.2,NX-OS,Cisco,6.X,switch,59,5792,0,O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11,incremental,0
Cisco Nexus switch (NX-OS 7.1),NX-OS,Cisco,7.X,switch,59,18420,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 7.2),NX-OS,Cisco,7.X,switch,60,18420,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 7.3),NX-OS,Cisco,7.X,switch,59,17192,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 7.3),NX-OS,Cisco,7.X,switch,59,60172,0,O1=M5B4NNT11%O2=M578NNT11%O3=M280NNT11%O4=M5B4NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 9.2),NX-OS,Cisco,9.X,switch,59,65535,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus switch (NX-OS 9.3),NX-OS,Cisco,9.X,switch,59,18420,0,O1=M218NNT11%O2=M218NNT11%O3=M218NNT11%O4=M218NNT11%O5=M218NNT11%O6=M109NNT11,incremental,0
Cisco Nexus V1000 switch (NX-OS),NX-OS,Cisco,,switch,60,37444,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco Nexus V1000 switch (NX-OS),NX-OS,Cisco,,switch,60,30360,0,O1=M200NNT11%O2=M200NNT11%O3=M200NNT11%O4=M200NNT11%O5=M200NNT11%O6=M200NNT11,incremental,0
Cisco ASA 5510 firewall (PIX OS 8.2),PIX OS,Cisco,6.X,firewall,250,8192,0,O1=M564%O2=M564%O3=M564%O4=M564%O5=M564%O6=M564,,0
Cisco PIX firewall (PIX OS 6.3(5)),PIX OS,Cisco,6.X,firewall,250,4096,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Citrix Access Gateway VPN gateway,embedded,Citrix,,proxy server,59,5656,1,O1=M586NNSNW0%O2=M586NNSNW0%O3=M586NW0%O4=M586NNSNW0%O5=M586NNSNW0%O6=M586NNS,constant,0
Citrix Access Gateway VPN gateway,embedded,Citrix,,proxy server,59,5840,1,O1=M5B4NNSNW6%O2=M5B4NNSNW6%O3=M5B4NW6%O4=M5B4NNSNW6%O5=M5B4NNSNW6%O6=M5B4NNS,constant,0
Citrix Cloud Gateway Connector,embedded,Citrix,,security-misc,250,8190,1,O1=M5B4NW8NNS%O2=M532NW8NNS%O3=M218NW8%O4=M218NW8NNS%O5=M218NW8NNS%O6=M80NNS,incremental,0
Citrix NetScaler 13.0,NetScaler,Citrix,13.X,load balancer,250,8190,1,O1=M532NW8NNS%O2=M532NW8NNS%O3=M218NW8%O4=M218NW8NNS%O5=M218NW8NNS%O6=M80NNS,incremental,0
Citrix NetScaler 9.2,NetScaler,Citrix,9.X,load balancer,250,8190,1,O1=M550%O2=M550%O3=M218%O4=M218%O5=M218%O6=M80,incremental,0
Citrix NetScaler,NetScaler,Citrix,,load balancer,250,8190,0,O1=M5B4%O2=M564%O3=M218%O4=M218%O5=M218%O6=M80,,0
Citrix NetScaler,NetScaler,Citrix,,load balancer,250,8190,1,O1=M564%O2=M564%O3=M218%O4=M218%O5=M218%O6=M80,,0
